Location,Variant,Time,AgeGrp,ASFR
China,Momentum,2056,35-39,73.372
China,Momentum,2056,40-44,17.286
China,Momentum,2056,45-49,1.125
China,Momentum,2056,50-54,0.022
China,Momentum,2057,10-14,0.044
China,Momentum,2057,15-19,8.153
China,Momentum,2057,20-24,48.39
China,Momentum,2057,25-29,121.261
China,Momentum,2057,30-34,142.018
China,Momentum,2057,35-39,75.472
China,Momentum,2057,40-44,17.368
China,Momentum,2057,45-49,1.129
China,Momentum,2057,50-54,0.022
China,Momentum,2058,10-14,0.044
China,Momentum,2058,15-19,8.155
China,Momentum,2058,20-24,48.344
China,Momentum,2058,25-29,121.179
China,Momentum,2058,30-34,142.013
China,Momentum,2058,35-39,79.141
China,Momentum,2058,40-44,17.214
China,Momentum,2058,45-49,1.131
China,Momentum,2058,50-54,0.022
China,Momentum,2059,10-14,0.045
China,Momentum,2059,15-19,8.161
China,Momentum,2059,20-24,48.307
China,Momentum,2059,25-29,121.089
China,Momentum,2059,30-34,142.011
China,Momentum,2059,35-39,80.561
China,Momentum,2059,40-44,16.796
China,Momentum,2059,45-49,1.124
China,Momentum,2059,50-54,0.022
China,Momentum,2060,10-14,0.045
China,Momentum,2060,15-19,8.169
China,Momentum,2060,20-24,48.275
China,Momentum,2060,25-29,120.988
China,Momentum,2060,30-34,142.005
China,Momentum,2060,35-39,79.977
China,Momentum,2060,40-44,16.298
China,Momentum,2060,45-49,1.111
China,Momentum,2060,50-54,0.022
China,Momentum,2061,10-14,0.045
China,Momentum,2061,15-19,8.18
China,Momentum,2061,20-24,48.253
China,Momentum,2061,25-29,120.895
China,Momentum,2061,30-34,142.01
China,Momentum,2061,35-39,77.581
China,Momentum,2061,40-44,15.782
China,Momentum,2061,45-49,1.097
China,Momentum,2061,50-54,0.022
China,Momentum,2062,10-14,0.044
China,Momentum,2062,15-19,8.19
China,Momentum,2062,20-24,48.238
China,Momentum,2062,25-29,120.805
China,Momentum,2062,30-34,142.008
China,Momentum,2062,35-39,76.104
China,Momentum,2062,40-44,16.926
China,Momentum,2062,45-49,1.107
China,Momentum,2062,50-54,0.022
China,Momentum,2063,10-14,0.044
China,Momentum,2063,15-19,8.199
China,Momentum,2063,20-24,48.239
China,Momentum,2063,25-29,120.74
China,Momentum,2063,30-34,142.025
China,Momentum,2063,35-39,76.117
China,Momentum,2063,40-44,18.732
China,Momentum,2063,45-49,1.09
China,Momentum,2063,50-54,0.022
China,Momentum,2064,10-14,0.044
China,Momentum,2064,15-19,8.204
China,Momentum,2064,20-24,48.254
China,Momentum,2064,25-29,120.692
China,Momentum,2064,30-34,142.053
China,Momentum,2064,35-39,76.139
China,Momentum,2064,40-44,19.228
China,Momentum,2064,45-49,1.049
China,Momentum,2064,50-54,0.022
China,Momentum,2065,10-14,0.044
China,Momentum,2065,15-19,8.204
China,Momentum,2065,20-24,48.275
China,Momentum,2065,25-29,120.651
China,Momentum,2065,30-34,142.082
China,Momentum,2065,35-39,76.169
China,Momentum,2065,40-44,18.776
China,Momentum,2065,45-49,1.006
China,Momentum,2065,50-54,0.021
China,Momentum,2066,10-14,0.044
China,Momentum,2066,15-19,8.197
China,Momentum,2066,20-24,48.294
China,Momentum,2066,25-29,120.604
China,Momentum,2066,30-34,142.089
China,Momentum,2066,35-39,76.2
China,Momentum,2066,40-44,17.696
China,Momentum,2066,45-49,0.962
China,Momentum,2066,50-54,0.021
China,Momentum,2067,10-14,0.044
China,Momentum,2067,15-19,8.186
China,Momentum,2067,20-24,48.32
China,Momentum,2067,25-29,120.587
China,Momentum,2067,30-34,142.109
China,Momentum,2067,35-39,76.252
China,Momentum,2067,40-44,17.099
China,Momentum,2067,45-49,1.081
China,Momentum,2067,50-54,0.021
China,Momentum,2068,10-14,0.044
China,Momentum,2068,15-19,8.171
China,Momentum,2068,20-24,48.339
China,Momentum,2068,25-29,120.58
China,Momentum,2068,30-34,142.116
China,Momentum,2068,35-39,76.311
China,Momentum,2068,40-44,17.107
China,Momentum,2068,45-49,1.247
China,Momentum,2068,50-54,0.021
China,Momentum,2069,10-14,0.044
China,Momentum,2069,15-19,8.158
China,Momentum,2069,20-24,48.352
China,Momentum,2069,25-29,120.599
China,Momentum,2069,30-34,142.13
China,Momentum,2069,35-39,76.388
China,Momentum,2069,40-44,17.12
China,Momentum,2069,45-49,1.272
China,Momentum,2069,50-54,0.02
China,Momentum,2070,10-14,0.044
China,Momentum,2070,15-19,8.147
China,Momentum,2070,20-24,48.349
China,Momentum,2070,25-29,120.622
China,Momentum,2070,30-34,142.135
China,Momentum,2070,35-39,76.465
China,Momentum,2070,40-44,17.137
China,Momentum,2070,45-49,1.22
China,Momentum,2070,50-54,0.019
China,Momentum,2071,10-14,0.044
China,Momentum,2071,15-19,8.143
China,Momentum,2071,20-24,48.332
China,Momentum,2071,25-29,120.657
China,Momentum,2071,30-34,142.141
China,Momentum,2071,35-39,76.542
China,Momentum,2071,40-44,17.16
China,Momentum,2071,45-49,1.129
China,Momentum,2071,50-54,0.018
China,Momentum,2072,10-14,0.044
China,Momentum,2072,15-19,8.142
China,Momentum,2072,20-24,48.297
China,Momentum,2072,25-29,120.68
China,Momentum,2072,30-34,142.127
China,Momentum,2072,35-39,76.598
China,Momentum,2072,40-44,17.187
China,Momentum,2072,45-49,1.082
China,Momentum,2072,50-54,0.02
China,Momentum,2073,10-14,0.044
China,Momentum,2073,15-19,8.145
China,Momentum,2073,20-24,48.257
China,Momentum,2073,25-29,120.7
China,Momentum,2073,30-34,142.109
China,Momentum,2073,35-39,76.643
China,Momentum,2073,40-44,17.219
China,Momentum,2073,45-49,1.083
China,Momentum,2073,50-54,0.024
China,Momentum,2074,10-14,0.044
China,Momentum,2074,15-19,8.151
China,Momentum,2074,20-24,48.222
China,Momentum,2074,25-29,120.713
China,Momentum,2074,30-34,142.093
China,Momentum,2074,35-39,76.68
China,Momentum,2074,40-44,17.256
China,Momentum,2074,45-49,1.084
China,Momentum,2074,50-54,0.025
China,Momentum,2075,10-14,0.044
China,Momentum,2075,15-19,8.158
China,Momentum,2075,20-24,48.196
China,Momentum,2075,25-29,120.707
China,Momentum,2075,30-34,142.07
China,Momentum,2075,35-39,76.708
China,Momentum,2075,40-44,17.295
China,Momentum,2075,45-49,1.086
China,Momentum,2075,50-54,0.024
China,Momentum,2076,10-14,0.044
China,Momentum,2076,15-19,8.166
China,Momentum,2076,20-24,48.177
China,Momentum,2076,25-29,120.665
China,Momentum,2076,30-34,142.025
China,Momentum,2076,35-39,76.714
China,Momentum,2076,40-44,17.329
China,Momentum,2076,45-49,1.088
China,Momentum,2076,50-54,0.022
China,Momentum,2077,10-14,0.044
China,Momentum,2077,15-19,8.174
China,Momentum,2077,20-24,48.177
China,Momentum,2077,25-29,120.625
China,Momentum,2077,30-34,142.001
China,Momentum,2077,35-39,76.716
China,Momentum,2077,40-44,17.359
China,Momentum,2077,45-49,1.091
China,Momentum,2077,50-54,0.021
China,Momentum,2078,10-14,0.044
China,Momentum,2078,15-19,8.181
China,Momentum,2078,20-24,48.181
China,Momentum,2078,25-29,120.565
China,Momentum,2078,30-34,141.966
China,Momentum,2078,35-39,76.697
China,Momentum,2078,40-44,17.381
China,Momentum,2078,45-49,1.093
China,Momentum,2078,50-54,0.021
China,Momentum,2079,10-14,0.044
China,Momentum,2079,15-19,8.187
China,Momentum,2079,20-24,48.196
China,Momentum,2079,25-29,120.518
China,Momentum,2079,30-34,141.949
China,Momentum,2079,35-39,76.669
China,Momentum,2079,40-44,17.398
China,Momentum,2079,45-49,1.097
China,Momentum,2079,50-54,0.021
China,Momentum,2080,10-14,0.044
China,Momentum,2080,15-19,8.191
China,Momentum,2080,20-24,48.214
China,Momentum,2080,25-29,120.482
China,Momentum,2080,30-34,141.937
China,Momentum,2080,35-39,76.629
China,Momentum,2080,40-44,17.411
China,Momentum,2080,45-49,1.1
China,Momentum,2080,50-54,0.021
China,Momentum,2081,10-14,0.044
China,Momentum,2081,15-19,8.193
China,Momentum,2081,20-24,48.23
China,Momentum,2081,25-29,120.451
China,Momentum,2081,30-34,141.923
China,Momentum,2081,35-39,76.576
China,Momentum,2081,40-44,17.417
China,Momentum,2081,45-49,1.103
China,Momentum,2081,50-54,0.021
China,Momentum,2082,10-14,0.044
China,Momentum,2082,15-19,8.193
China,Momentum,2082,20-24,48.25
China,Momentum,2082,25-29,120.448
China,Momentum,2082,30-34,141.935
China,Momentum,2082,35-39,76.533
China,Momentum,2082,40-44,17.418
China,Momentum,2082,45-49,1.106
China,Momentum,2082,50-54,0.021
China,Momentum,2083,10-14,0.044
China,Momentum,2083,15-19,8.191
China,Momentum,2083,20-24,48.267
China,Momentum,2083,25-29,120.456
China,Momentum,2083,30-34,141.952
China,Momentum,2083,35-39,76.496
China,Momentum,2083,40-44,17.412
China,Momentum,2083,45-49,1.108
China,Momentum,2083,50-54,0.021
China,Momentum,2084,10-14,0.044
China,Momentum,2084,15-19,8.186
China,Momentum,2084,20-24,48.277
China,Momentum,2084,25-29,120.463
China,Momentum,2084,30-34,141.956
China,Momentum,2084,35-39,76.468
China,Momentum,2084,40-44,17.397
China,Momentum,2084,45-49,1.11
China,Momentum,2084,50-54,0.021
China,Momentum,2085,10-14,0.044
China,Momentum,2085,15-19,8.181
China,Momentum,2085,20-24,48.29
China,Momentum,2085,25-29,120.49
China,Momentum,2085,30-34,141.972
China,Momentum,2085,35-39,76.468
China,Momentum,2085,40-44,17.381
China,Momentum,2085,45-49,1.111
China,Momentum,2085,50-54,0.021
China,Momentum,2086,10-14,0.044
China,Momentum,2086,15-19,8.174
China,Momentum,2086,20-24,48.288
China,Momentum,2086,25-29,120.497
China,Momentum,2086,30-34,141.953
China,Momentum,2086,35-39,76.474
China,Momentum,2086,40-44,17.358
China,Momentum,2086,45-49,1.111
China,Momentum,2086,50-54,0.021
China,Momentum,2087,10-14,0.044
China,Momentum,2087,15-19,8.17
China,Momentum,2087,20-24,48.29
China,Momentum,2087,25-29,120.527
China,Momentum,2087,30-34,141.956
China,Momentum,2087,35-39,76.514
China,Momentum,2087,40-44,17.339
China,Momentum,2087,45-49,1.111
China,Momentum,2087,50-54,0.021
China,Momentum,2088,10-14,0.044
China,Momentum,2088,15-19,8.166
China,Momentum,2088,20-24,48.286
China,Momentum,2088,25-29,120.553
China,Momentum,2088,30-34,141.953
China,Momentum,2088,35-39,76.562
China,Momentum,2088,40-44,17.325
China,Momentum,2088,45-49,1.111
China,Momentum,2088,50-54,0.021
China,Momentum,2089,10-14,0.044
China,Momentum,2089,15-19,8.162
China,Momentum,2089,20-24,48.271
China,Momentum,2089,25-29,120.561
China,Momentum,2089,30-34,141.928
China,Momentum,2089,35-39,76.598
China,Momentum,2089,40-44,17.315
China,Momentum,2089,45-49,1.11
China,Momentum,2089,50-54,0.021
China,Momentum,2090,10-14,0.044
China,Momentum,2090,15-19,8.16
China,Momentum,2090,20-24,48.254
China,Momentum,2090,25-29,120.568
China,Momentum,2090,30-34,141.904
China,Momentum,2090,35-39,76.622
China,Momentum,2090,40-44,17.315
China,Momentum,2090,45-49,1.108
China,Momentum,2090,50-54,0.021
China,Momentum,2091,10-14,0.044
China,Momentum,2091,15-19,8.158
China,Momentum,2091,20-24,48.233
China,Momentum,2091,25-29,120.559
China,Momentum,2091,30-34,141.867
China,Momentum,2091,35-39,76.623
China,Momentum,2091,40-44,17.323
China,Momentum,2091,45-49,1.106
China,Momentum,2091,50-54,0.021
China,Momentum,2092,10-14,0.044
China,Momentum,2092,15-19,8.157
China,Momentum,2092,20-24,48.219
China,Momentum,2092,25-29,120.553
China,Momentum,2092,30-34,141.844
China,Momentum,2092,35-39,76.617
China,Momentum,2092,40-44,17.341
China,Momentum,2092,45-49,1.104
China,Momentum,2092,50-54,0.021
China,Momentum,2093,10-14,0.044
China,Momentum,2093,15-19,8.157
China,Momentum,2093,20-24,48.205
China,Momentum,2093,25-29,120.538
China,Momentum,2093,30-34,141.822
China,Momentum,2093,35-39,76.598
China,Momentum,2093,40-44,17.362
China,Momentum,2093,45-49,1.103
China,Momentum,2093,50-54,0.021
China,Momentum,2094,10-14,0.044
China,Momentum,2094,15-19,8.157
China,Momentum,2094,20-24,48.195
China,Momentum,2094,25-29,120.516
China,Momentum,2094,30-34,141.802
China,Momentum,2094,35-39,76.57
China,Momentum,2094,40-44,17.381
China,Momentum,2094,45-49,1.102
China,Momentum,2094,50-54,0.021
China,Momentum,2095,10-14,0.044
China,Momentum,2095,15-19,8.157
China,Momentum,2095,20-24,48.19
China,Momentum,2095,25-29,120.499
China,Momentum,2095,30-34,141.793
China,Momentum,2095,35-39,76.541
China,Momentum,2095,40-44,17.394
China,Momentum,2095,45-49,1.102
China,Momentum,2095,50-54,0.021
China,Momentum,2096,10-14,0.044
China,Momentum,2096,15-19,8.156
China,Momentum,2096,20-24,48.185
China,Momentum,2096,25-29,120.476
China,Momentum,2096,30-34,141.779
China,Momentum,2096,35-39,76.506
China,Momentum,2096,40-44,17.398
China,Momentum,2096,45-49,1.103
China,Momentum,2096,50-54,0.021
China,Momentum,2097,10-14,0.044
China,Momentum,2097,15-19,8.155
China,Momentum,2097,20-24,48.178
China,Momentum,2097,25-29,120.444
China,Momentum,2097,30-34,141.759
China,Momentum,2097,35-39,76.467
China,Momentum,2097,40-44,17.394
China,Momentum,2097,45-49,1.105
China,Momentum,2097,50-54,0.021
China,Momentum,2098,10-14,0.044
China,Momentum,2098,15-19,8.155
China,Momentum,2098,20-24,48.181
China,Momentum,2098,25-29,120.437
China,Momentum,2098,30-34,141.767
China,Momentum,2098,35-39,76.445
China,Momentum,2098,40-44,17.388
China,Momentum,2098,45-49,1.107
China,Momentum,2098,50-54,0.021
China,Momentum,2099,10-14,0.044
China,Momentum,2099,15-19,8.153
China,Momentum,2099,20-24,48.177
China,Momentum,2099,25-29,120.416
China,Momentum,2099,30-34,141.76
China,Momentum,2099,35-39,76.417
China,Momentum,2099,40-44,17.375
China,Momentum,2099,45-49,1.109
China,Momentum,2099,50-54,0.021
China,Momentum,2100,10-14,0.044
China,Momentum,2100,15-19,8.153
China,Momentum,2100,20-24,48.179
China,Momentum,2100,25-29,120.414
China,Momentum,2100,30-34,141.772
China,Momentum,2100,35-39,76.403
China,Momentum,2100,40-44,17.362
China,Momentum,2100,45-49,1.11
China,Momentum,2100,50-54,0.021
India,Medium,1950,10-14,7.601
India,Medium,1950,15-19,143.86
India,Medium,1950,20-24,281.115
India,Medium,1950,25-29,270.403
India,Medium,1950,30-34,215.684
India,Medium,1950,35-39,141.848
India,Medium,1950,40-44,66.208
India,Medium,1950,45-49,19.153
India,Medium,1950,50-54,1.119
India,Medium,1951,10-14,7.878
India,Medium,1951,15-19,145.123
India,Medium,1951,20-24,281.782
India,Medium,1951,25-29,272.13
India,Medium,1951,30-34,217.33
India,Medium,1951,35-39,143.107
India,Medium,1951,40-44,66.628
India,Medium,1951,45-49,20.065
India,Medium,1951,50-54,1.153
India,Medium,1952,10-14,8.048
India,Medium,1952,15-19,146.007
India,Medium,1952,20-24,282.896
India,Medium,1952,25-29,273.728
India,Medium,1952,30-34,219.685
India,Medium,1952,35-39,145.2
India,Medium,1952,40-44,67.718
India,Medium,1952,45-49,20.527
India,Medium,1952,50-54,1.16
India,Medium,1953,10-14,7.952
India,Medium,1953,15-19,145.974
India,Medium,1953,20-24,284.14
India,Medium,1953,25-29,275.757
India,Medium,1953,30-34,222.429
India,Medium,1953,35-39,146.586
India,Medium,1953,40-44,68.625
India,Medium,1953,45-49,21.093
India,Medium,1953,50-54,1.219
India,Medium,1954,10-14,8.107
India,Medium,1954,15-19,147.655
India,Medium,1954,20-24,284.607
India,Medium,1954,25-29,277.046
India,Medium,1954,30-34,223.718
India,Medium,1954,35-39,148.54
India,Medium,1954,40-44,69.91
India,Medium,1954,45-49,21.294
India,Medium,1954,50-54,1.259
India,Medium,1955,10-14,8.112
India,Medium,1955,15-19,148.654
India,Medium,1955,20-24,285.632
India,Medium,1955,25-29,276.2
India,Medium,1955,30-34,224.207
India,Medium,1955,35-39,148.497
India,Medium,1955,40-44,69.75
India,Medium,1955,45-49,21.229
India,Medium,1955,50-54,1.305
India,Medium,1956,10-14,7.952
India,Medium,1956,15-19,148.622
India,Medium,1956,20-24,287.393
India,Medium,1956,25-29,276.101
India,Medium,1956,30-34,224.167
India,Medium,1956,35-39,148.546
India,Medium,1956,40-44,69.24
India,Medium,1956,45-49,21.22
India,Medium,1956,50-54,1.351
India,Medium,1957,10-14,7.875
India,Medium,1957,15-19,148.928
India,Medium,1957,20-24,287.572
India,Medium,1957,25-29,276.921
India,Medium,1957,30-34,224.155
India,Medium,1957,35-39,147.695
India,Medium,1957,40-44,68.842
India,Medium,1957,45-49,21.206
India,Medium,1957,50-54,1.37
India,Medium,1958,10-14,7.829
India,Medium,1958,15-19,148.819
India,Medium,1958,20-24,286.995
India,Medium,1958,25-29,276.228
India,Medium,1958,30-34,223.549
India,Medium,1958,35-39,147.294
India,Medium,1958,40-44,68.727
India,Medium,1958,45-49,21.348
India,Medium,1958,50-54,1.377
India,Medium,1959,10-14,7.844
India,Medium,1959,15-19,148.747
India,Medium,1959,20-24,287.087
India,Medium,1959,25-29,275.407
India,Medium,1959,30-34,222.018
India,Medium,1959,35-39,146.996
India,Medium,1959,40-44,68.677
India,Medium,1959,45-49,21.274
India,Medium,1959,50-54,1.343
India,Medium,1960,10-14,7.744
India,Medium,1960,15-19,148.417
India,Medium,1960,20-24,287.946
India,Medium,1960,25-29,277.053
India,Medium,1960,30-34,223.334
India,Medium,1960,35-39,148.244
India,Medium,1960,40-44,69.283
India,Medium,1960,45-49,21.439
India,Medium,1960,50-54,1.327
India,Medium,1961,10-14,7.934
India,Medium,1961,15-19,149.385
India,Medium,1961,20-24,287.627
India,Medium,1961,25-29,277.24
India,Medium,1961,30-34,223.712
India,Medium,1961,35-39,148.627
India,Medium,1961,40-44,69.81
India,Medium,1961,45-49,21.835
India,Medium,1961,50-54,1.339
India,Medium,1962,10-14,7.95
India,Medium,1962,15-19,149.209
India,Medium,1962,20-24,288.673
India,Medium,1962,25-29,278.024
India,Medium,1962,30-34,224.846
India,Medium,1962,35-39,148.66
India,Medium,1962,40-44,69.705
India,Medium,1962,45-49,21.983
India,Medium,1962,50-54,1.35
India,Medium,1963,10-14,8.113
India,Medium,1963,15-19,148.552
India,Medium,1963,20-24,289.223
India,Medium,1963,25-29,279.178
India,Medium,1963,30-34,225.729
India,Medium,1963,35-39,149.136
India,Medium,1963,40-44,70.099
India,Medium,1963,45-49,22.11
India,Medium,1963,50-54,1.362
India,Medium,1964,10-14,8.509
India,Medium,1964,15-19,148.623
India,Medium,1964,20-24,289.013
India,Medium,1964,25-29,279.186
India,Medium,1964,30-34,225.783
India,Medium,1964,35-39,149.762
India,Medium,1964,40-44,70.439
India,Medium,1964,45-49,22.093
India,Medium,1964,50-54,1.359
India,Medium,1965,10-14,9.153
India,Medium,1965,15-19,151.004
India,Medium,1965,20-24,286.051
India,Medium,1965,25-29,276.207
India,Medium,1965,30-34,223.312
India,Medium,1965,35-39,147.659
India,Medium,1965,40-44,69.054
India,Medium,1965,45-49,21.997
India,Medium,1965,50-54,1.358
India,Medium,1966,10-14,9.549
India,Medium,1966,15-19,152.563
India,Medium,1966,20-24,284.54
India,Medium,1966,25-29,272.396
India,Medium,1966,30-34,219.069
India,Medium,1966,35-39,144.79
India,Medium,1966,40-44,67.381
India,Medium,1966,45-49,21.572
India,Medium,1966,50-54,1.332
India,Medium,1967,10-14,10.074
India,Medium,1967,15-19,155.038
India,Medium,1967,20-24,282.073
India,Medium,1967,25-29,269.586
India,Medium,1967,30-34,215.01
India,Medium,1967,35-39,142.161
India,Medium,1967,40-44,66.061
India,Medium,1967,45-49,21.09
India,Medium,1967,50-54,1.291
India,Medium,1968,10-14,9.899
India,Medium,1968,15-19,154.484
India,Medium,1968,20-24,280.62
India,Medium,1968,25-29,266.802
India,Medium,1968,30-34,212.941
India,Medium,1968,35-39,139.471
India,Medium,1968,40-44,64.316
India,Medium,1968,45-49,20.602
India,Medium,1968,50-54,1.266
India,Medium,1969,10-14,9.67
India,Medium,1969,15-19,153.396
India,Medium,1969,20-24,278.522
India,Medium,1969,25-29,264.099
India,Medium,1969,30-34,209.138
India,Medium,1969,35-39,136.519
India,Medium,1969,40-44,62.913
India,Medium,1969,45-49,20.271
India,Medium,1969,50-54,1.249
India,Medium,1970,10-14,9.571
India,Medium,1970,15-19,152.163
India,Medium,1970,20-24,277.18
India,Medium,1970,25-29,261.657
India,Medium,1970,30-34,205.652
India,Medium,1970,35-39,134.226
India,Medium,1970,40-44,61.753
India,Medium,1970,45-49,20.153
India,Medium,1970,50-54,1.25
India,Medium,1971,10-14,10.187
India,Medium,1971,15-19,154.814
India,Medium,1971,20-24,276.808
India,Medium,1971,25-29,256.728
India,Medium,1971,30-34,201.947
India,Medium,1971,35-39,130.498
India,Medium,1971,40-44,59.811
India,Medium,1971,45-49,19.965
India,Medium,1971,50-54,1.251
India,Medium,1972,10-14,10.53
India,Medium,1972,15-19,156.177
India,Medium,1972,20-24,276.466
India,Medium,1972,25-29,252.32
India,Medium,1972,30-34,196.286
India,Medium,1972,35-39,125.899
India,Medium,1972,40-44,57.792
India,Medium,1972,45-49,19.082
India,Medium,1972,50-54,1.185
India,Medium,1973,10-14,10.937
India,Medium,1973,15-19,157.879
India,Medium,1973,20-24,275.708
India,Medium,1973,25-29,247.004
India,Medium,1973,30-34,191.775
India,Medium,1973,35-39,121.67
India,Medium,1973,40-44,55.742
India,Medium,1973,45-49,18.438
India,Medium,1973,50-54,1.145
India,Medium,1974,10-14,10.551
India,Medium,1974,15-19,155.834
India,Medium,1974,20-24,273.259
India,Medium,1974,25-29,243.642
India,Medium,1974,30-34,188.939
India,Medium,1974,35-39,119.499
India,Medium,1974,40-44,54.397
India,Medium,1974,45-49,17.896
India,Medium,1974,50-54,1.109
India,Medium,1975,10-14,9.891
India,Medium,1975,15-19,152.156
India,Medium,1975,20-24,269.78
India,Medium,1975,25-29,239.066
India,Medium,1975,30-34,183.747
India,Medium,1975,35-39,114.974
India,Medium,1975,40-44,51.496
India,Medium,1975,45-49,17.177
India,Medium,1975,50-54,1.078
India,Medium,1976,10-14,9.623
India,Medium,1976,15-19,149.66
India,Medium,1976,20-24,267.742
India,Medium,1976,25-29,236.548
India,Medium,1976,30-34,181.094
India,Medium,1976,35-39,113.646
India,Medium,1976,40-44,50.911
India,Medium,1976,45-49,16.345
India,Medium,1976,50-54,1.004
India,Medium,1977,10-14,7.779
India,Medium,1977,15-19,137.853
India,Medium,1977,20-24,269.413
India,Medium,1977,25-29,235.545
India,Medium,1977,30-34,175.528
India,Medium,1977,35-39,110.281
India,Medium,1977,40-44,49.144
India,Medium,1977,45-49,15.572
India,Medium,1977,50-54,0.989
India,Medium,1978,10-14,7.965
India,Medium,1978,15-19,137.546
India,Medium,1978,20-24,266.123
India,Medium,1978,25-29,231.295
India,Medium,1978,30-34,168.07
India,Medium,1978,35-39,105.507
India,Medium,1978,40-44,46.608
India,Medium,1978,45-49,14.212
India,Medium,1978,50-54,0.878
India,Medium,1979,10-14,9.478
India,Medium,1979,15-19,144.883
India,Medium,1979,20-24,263.04
India,Medium,1979,25-29,224.592
India,Medium,1979,30-34,160.753
India,Medium,1979,35-39,101.218
India,Medium,1979,40-44,44.222
India,Medium,1979,45-49,13.257
India,Medium,1979,50-54,0.785
India,Medium,1980,10-14,9.615
India,Medium,1980,15-19,145.341
India,Medium,1980,20-24,260.57
India,Medium,1980,25-29,223.387
India,Medium,1980,30-34,158.526
India,Medium,1980,35-39,101.495
India,Medium,1980,40-44,43.891
India,Medium,1980,45-49,12.603
India,Medium,1980,50-54,0.713
India,Medium,1981,10-14,10.393
India,Medium,1981,15-19,149.661
India,Medium,1981,20-24,259.052
India,Medium,1981,25-29,219.494
India,Medium,1981,30-34,152.85
India,Medium,1981,35-39,94.886
India,Medium,1981,40-44,41.865
India,Medium,1981,45-49,12.102
India,Medium,1981,50-54,0.678
India,Medium,1982,10-14,10.319
India,Medium,1982,15-19,148.568
India,Medium,1982,20-24,254.974
India,Medium,1982,25-29,216.273
India,Medium,1982,30-34,149.505
India,Medium,1982,35-39,92.394
India,Medium,1982,40-44,40.922
India,Medium,1982,45-49,11.643
India,Medium,1982,50-54,0.638
India,Medium,1983,10-14,10.076
India,Medium,1983,15-19,145.902
India,Medium,1983,20-24,251.842
India,Medium,1983,25-29,216.375
India,Medium,1983,30-34,146.534
India,Medium,1983,35-39,90.129
India,Medium,1983,40-44,40.736
India,Medium,1983,45-49,11.692
India,Medium,1983,50-54,0.649
India,Medium,1984,10-14,10.269
India,Medium,1984,15-19,144.93
India,Medium,1984,20-24,253.219
India,Medium,1984,25-29,213.464
India,Medium,1984,30-34,142.065
India,Medium,1984,35-39,87.539
India,Medium,1984,40-44,40.321
India,Medium,1984,45-49,11.556
India,Medium,1984,50-54,0.654
India,Medium,1985,10-14,10.159
India,Medium,1985,15-19,143.129
India,Medium,1985,20-24,252.899
India,Medium,1985,25-29,209.248
India,Medium,1985,30-34,136.724
India,Medium,1985,35-39,84.383
India,Medium,1985,40-44,39.005
India,Medium,1985,45-49,11.176
India,Medium,1985,50-54,0.642
India,Medium,1986,10-14,9.811
India,Medium,1986,15-19,142.136
India,Medium,1986,20-24,256.221
India,Medium,1986,25-29,208.245
India,Medium,1986,30-34,133.814
India,Medium,1986,35-39,81.074
India,Medium,1986,40-44,38.093
India,Medium,1986,45-49,10.898
India,Medium,1986,50-54,0.641
India,Medium,1987,10-14,6.887
India,Medium,1987,15-19,125.57
India,Medium,1987,20-24,258.671
India,Medium,1987,25-29,209.99
India,Medium,1987,30-34,134.357
India,Medium,1987,35-39,79.556
India,Medium,1987,40-44,36.745
India,Medium,1987,45-49,10.807
India,Medium,1987,50-54,0.708
India,Medium,1988,10-14,7.912
India,Medium,1988,15-19,130.778
India,Medium,1988,20-24,250.187
India,Medium,1988,25-29,204.586
India,Medium,1988,30-34,130.488
India,Medium,1988,35-39,75.329
India,Medium,1988,40-44,34.622
India,Medium,1988,45-49,10.551
India,Medium,1988,50-54,0.673
India,Medium,1989,10-14,8.064
India,Medium,1989,15-19,130.494
India,Medium,1989,20-24,242.962
India,Medium,1989,25-29,199.907
India,Medium,1989,30-34,128.411
India,Medium,1989,35-39,73.191
India,Medium,1989,40-44,33.268
India,Medium,1989,45-49,10.221
India,Medium,1989,50-54,0.637
India,Medium,1990,10-14,6.87
India,Medium,1990,15-19,122.287
India,Medium,1990,20-24,237.374
India,Medium,1990,25-29,199.43
India,Medium,1990,30-34,128.121
India,Medium,1990,35-39,72.304
India,Medium,1990,40-44,32.733
India,Medium,1990,45-49,10.028
India,Medium,1990,50-54,0.632
India,Medium,1991,10-14,7.951
India,Medium,1991,15-19,128.465
India,Medium,1991,20-24,235.48
India,Medium,1991,25-29,193.718
India,Medium,1991,30-34,120.451
India,Medium,1991,35-39,67.002
India,Medium,1991,40-44,30.291
India,Medium,1991,45-49,8.921
India,Medium,1991,50-54,0.526
India,Medium,1992,10-14,8.06
India,Medium,1992,15-19,128.913
India,Medium,1992,20-24,232.789
India,Medium,1992,25-29,190.647
India,Medium,1992,30-34,115.709
India,Medium,1992,35-39,63.661
India,Medium,1992,40-44,28.079
India,Medium,1992,45-49,8.074
India,Medium,1992,50-54,0.461
India,Medium,1993,10-14,7.038
India,Medium,1993,15-19,123.529
India,Medium,1993,20-24,227.411
India,Medium,1993,25-29,191.34
India,Medium,1993,30-34,114.233
India,Medium,1993,35-39,62.408
India,Medium,1993,40-44,26.641
India,Medium,1993,45-49,7.612
India,Medium,1993,50-54,0.434
India,Medium,1994,10-14,7.093
India,Medium,1994,15-19,124.343
